customer_id,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,tenure_group,customer_risk_profile
1010-DIAUQ,1,United States,California,San Diego,92116,"32.765299, -117.122565",32.765299,-117.122565,Male,No,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),, $492.55 ,Yes,1,98,5383,Price too high,2+ Years,Churned
0259-GBZSH,1,United States,California,San Diego,92122,"32.85723, -117.209774",32.85723,-117.209774,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,, $181.50 ,Yes,1,73,3878,Product dissatisfaction,0-1 Year,Churned
9601-BRXPO,1,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917,Female,No,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),," $2,566.50 ",Yes,1,66,3642,Service dissatisfaction,0-1 Year,Churned
6905-NIQIN,1,United States,California,San Diego,92154,"32.578103, -117.012975",32.578103,-117.012975,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,, $50.65 ,Yes,1,76,2431,Don't know,,Churned
5167-ZFFMM,1,United States,California,Indio,92201,"33.713891, -116.237257",33.713891,-116.237257,Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),, $90.85 ,Yes,1,81,3424,Network reliability,0-1 Year,Churned
4895-TMWIR,1,United States,California,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.291089,Male,Yes,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,, $214.75 ,Yes,1,80,5888,Limited range of services,,Churned
0533-BNWKF,1,United States,California,Palm Desert,92211,"33.762759, -116.324817",33.762759,-116.324817,Female,Yes,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,," $4,874.70 ",Yes,1,100,5502,Lack of affordable download/upload speed,0-1 Year,Churned
6599-CEBNN,1,United States,California,Desert Hot Springs,92240,"33.948558, -116.516976",33.948558,-116.516976,Female,No,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),," $2,524.45 ",Yes,1,94,5795,Long distance charges,2+ Years,Churned
0979-PHULV,1,United States,California,Holtville,92250,"32.811001, -115.152865",32.811001,-115.152865,Male,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),," $7,007.60 ",Yes,1,80,4020,Extra data charges,2+ Years,Churned
4800-VHZKI,1,United States,California,Niland,92257,"33.345825, -115.596574",33.345825,-115.596574,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,, $19.90 ,Yes,1,92,3351,Price too high,,Churned
7989-CHGTL,1,United States,California,North Palm Springs,92258,"33.906496, -116.569499",33.906496,-116.569499,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,, $19.60 ,Yes,1,95,3448,Product dissatisfaction,,Churned
0334-GDDSO,1,United States,California,Ocotillo,92259,"32.698964, -115.886656",32.698964,-115.886656,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,, $233.70 ,Yes,1,73,2818,Service dissatisfaction,0-1 Year,Churned
0578-SKVMF,1,United States,California,Seeley,92273,"32.790282, -115.689559",32.790282,-115.689559,Female,No,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,," $1,845.90 ",Yes,1,88,3804,Lack of self-service on Website,0-1 Year,Churned
5564-NEMQO,1,United States,California,Thermal,92274,"33.53604, -116.119222",33.53604,-116.119222,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),, $75.30 ,Yes,1,67,4902,Network reliability,1-2 Years,Churned
9063-ZGTUY,1,United States,California,Adelanto,92301,"34.667815, -117.536183",34.667815,-117.536183,Female,No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,," $1,182.55 ",Yes,1,82,4221,Don't know,,Churned
2957-LOLHO,1,United States,California,Apple Valley,92307,"34.55082, -117.122396",34.55082,-117.122396,Male,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),, $518.90 ,Yes,1,68,2887,Don't know,,Churned
7752-XUSCI,1,United States,California,Crestline,92325,"34.248061, -117.29028",34.248061,-117.29028,Female,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $6,396.45 ",Yes,1,84,4105,Don't know,0-1 Year,Churned
4110-PFEUZ,1,United States,California,Daggett,92327,"34.875144, -116.821698",34.875144,-116.821698,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,, $69.55 ,Yes,1,73,2792,Competitor had better devices,2+ Years,Churned
0256-LTHVJ,1,United States,California,Ludlow,92338,"34.702766, -116.093376",34.702766,-116.093376,Female,No,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,," $2,227.10 ",Yes,1,98,5201,Competitor had better devices,0-1 Year,Churned
0880-TKATG,1,United States,California,Lucerne Valley,92356,"34.508417, -116.856103",34.508417,-116.856103,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,, $385.90 ,Yes,1,84,4417,Competitor had better devices,2+ Years,Churned
3811-VBYBZ,1,United States,California,Lytle Creek,92358,"34.238162, -117.534306",34.238162,-117.534306,Male,No,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,, $673.25 ,Yes,1,98,2031,Competitor had better devices,0-1 Year,Churned
4640-UHDOS,1,United States,California,Phelan,92371,"34.441123, -117.537886",34.441123,-117.537886,Female,No,Yes,No,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,, $734.35 ,Yes,1,91,4498,Competitor had better devices,,Churned
3583-EKAPL,1,United States,California,Redlands,92373,"34.003243, -117.138286",34.003243,-117.138286,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,, $55.00 ,Yes,1,71,4877,Competitor had better devices,,Churned
9399-APLBT,1,United States,California,Rialto,92377,"34.156758, -117.404686",34.156758,-117.404686,Female,No,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,, $74.70 ,Yes,1,80,5980,Competitor had better devices,0-1 Year,Churned
2359-KMGLI,1,United States,California,Running Springs,92382,"34.186211, -117.07683",34.186211,-117.07683,Male,No,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,," $1,861.50 ",Yes,1,77,4418,Competitor had better devices,0-1 Year,Churned
0306-JAELE,1,United States,California,Tecopa,92389,"35.824572, -116.274755",35.824572,-116.274755,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,, $453.40 ,Yes,1,66,4192,Competitor had better devices,1-2 Years,Churned
6227-HWPWX,1,United States,California,Victorville,92392,"34.486835, -117.362274",34.486835,-117.362274,Female,No,No,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),, $994.80 ,Yes,1,73,5671,Competitor had better devices,0-1 Year,Churned
0447-BEMNG,1,United States,California,Wrightwood,92397,"34.358321, -117.618263",34.358321,-117.618263,Female,No,Yes,No,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),," $2,145.00 ",Yes,1,65,4926,Price too high,,Churned
5949-XIKAE,1,United States,California,San Bernardino,92401,"34.105935, -117.2914",34.105935,-117.2914,Female,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,, $680.05 ,Yes,1,65,2879,Product dissatisfaction,2+ Years,Churned
8372-JUXUI,1,United States,California,San Bernardino,92410,"34.106922, -117.297553",34.106922,-117.297553,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,, $74.35 ,Yes,1,93,2814,Service dissatisfaction,0-1 Year,Churned
0388-EOPEX,1,United States,California,Riverside,92503,"33.890046, -117.455583",33.890046,-117.455583,Female,No,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,, $139.40 ,Yes,1,77,4263,Lack of self-service on Website,0-1 Year,Churned
8205-OTCHB,1,United States,California,Riverside,92506,"33.930931, -117.361788",33.930931,-117.361788,Male,No,No,No,22,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),, $903.60 ,Yes,1,66,3099,Network reliability,,Churned
6235-VDHOM,1,United States,California,Riverside,92509,"34.004379, -117.447864",34.004379,-117.447864,Female,Yes,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,, $131.05 ,Yes,1,89,4099,Limited range of services,,Churned
7783-YKGDV,1,United States,California,March Air Reserve Base,92518,"33.888323, -117.277533",33.888323,-117.277533,Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),," $1,238.45 ",Yes,1,76,2538,Lack of affordable download/upload speed,0-1 Year,Churned
5609-CEBID,1,United States,California,Hemet,92544,"33.644585, -116.871544",33.644585,-116.871544,Female,Yes,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,," $1,782.40 ",Yes,1,87,2666,Long distance charges,0-1 Year,Churned
7218-HKQFK,1,United States,California,Homeland,92548,"33.761894, -117.120868",33.761894,-117.120868,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,, $167.50 ,Yes,1,72,3715,Don't know,1-2 Years,Churned
4636-QRJKY,1,United States,California,Idyllwild,92549,"33.755039, -116.741796",33.755039,-116.741796,Female,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,, $502.85 ,Yes,1,98,5032,Price too high,0-1 Year,Churned
5956-VKDTT,1,United States,California,Moreno Valley,92557,"33.970661, -117.255039",33.970661,-117.255039,Female,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,, $334.80 ,Yes,1,82,5273,Product dissatisfaction,0-1 Year,Churned
9412-GHEEC,1,United States,California,Murrieta,92563,"33.581045, -117.14719",33.581045,-117.14719,Male,No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),," $4,131.95 ",Yes,1,88,3492,Service dissatisfaction,0-1 Year,Churned
0257-ZESQC,1,United States,California,Perris,92571,"33.828289, -117.201666",33.828289,-117.201666,Female,Yes,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),," $1,929.35 ",Yes,1,99,4517,Lack of self-service on Website,2+ Years,Churned
6825-UYPFK,1,United States,California,Sun City,92586,"33.707483, -117.200006",33.707483,-117.200006,Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),," $1,758.60 ",Yes,1,81,2115,Network reliability,2+ Years,Churned
8397-MVTAZ,1,United States,California,Sun City,92587,"33.69887, -117.25071",33.69887,-117.25071,Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $3,480.00 ",Yes,1,72,2568,Don't know,1-2 Years,Churned
9282-IZGQK,1,United States,California,Irvine,92612,"33.643095, -117.810896",33.643095,-117.810896,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,, $85.00 ,Yes,1,80,5679,Don't know,2+ Years,Churned
1342-JPNKI,1,United States,California,Lake Forest,92630,"33.644849, -117.684254",33.644849,-117.684254,Male,No,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),, $834.10 ,Yes,1,85,2966,Don't know,0-1 Year,Churned
2817-NTQDO,1,United States,California,Huntington Beach,92646,"33.666301, -117.969501",33.666301,-117.969501,Male,No,No,No,13,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),, $597.00 ,Yes,1,74,4856,Poor expertise of online support,,Churned
6986-IJDHX,1,United States,California,Huntington Beach,92648,"33.679659, -118.016195",33.679659,-118.016195,Male,No,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,," $3,266.00 ",Yes,1,98,3364,Poor expertise of phone support,1-2 Years,Churned
5301-GAUUY,1,United States,California,Newport Beach,92661,"33.601309, -117.902304",33.601309,-117.902304,Male,No,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),," $2,596.15 ",Yes,1,92,5974,Competitor had better devices,2+ Years,Churned
0939-YAPAF,1,United States,California,Santa Ana,92701,"33.748478, -117.858918",33.748478,-117.858918,Female,No,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $3,527.60 ",Yes,1,72,2744,Competitor offered higher download speeds,2+ Years,Churned
4710-FDUIZ,1,United States,California,Santa Ana,92707,"33.714829, -117.872941",33.714829,-117.872941,Male,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),," $5,614.45 ",Yes,1,67,5170,Competitor offered more data,,Churned
1218-VKFPE,1,United States,California,Anaheim,92805,"33.830209, -117.906099",33.830209,-117.906099,Female,No,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,, $233.55 ,Yes,1,72,3535,Competitor made better offer,,Churned
3627-FHKBK,1,United States,California,Anaheim,92806,"33.83796, -117.870494",33.83796,-117.870494,Female,No,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,, $75.30 ,Yes,1,87,3244,Competitor had better devices,0-1 Year,Churned
2865-TCHJW,1,United States,California,Anaheim,92807,"33.848733, -117.788357",33.848733,-117.788357,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,, $346.20 ,Yes,1,74,5808,Competitor had better devices,0-1 Year,Churned
5192-EBGOV,1,United States,California,Brea,92823,"33.924143, -117.79387",33.924143,-117.79387,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,, $85.70 ,Yes,1,66,4880,Competitor offered higher download speeds,0-1 Year,Churned
0719-SYFRB,1,United States,California,Norco,92860,"33.925833, -117.559639",33.925833,-117.559639,Female,No,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,, $713.75 ,Yes,1,67,5670,Competitor offered higher download speeds,,Churned
3419-SNJJD,1,United States,California,Yorba Linda,92887,"33.884073, -117.732197",33.884073,-117.732197,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),," $6,786.40 ",Yes,1,91,4196,Competitor offered higher download speeds,0-1 Year,Churned
6543-CPZMK,1,United States,California,Ventura,93001,"34.360261, -119.306383",34.360261,-119.306383,Male,No,Yes,No,9,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,, $248.95 ,Yes,1,83,2573,Competitor offered more data,,Churned
4765-OXPPD,1,United States,California,Ventura,93003,"34.279221, -119.221437",34.279221,-119.221437,Female,No,Yes,No,9,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,, $663.05 ,Yes,1,76,3983,Competitor offered more data,,Churned
1009-IRMNA,1,United States,California,Port Hueneme,93041,"34.110124, -119.100972",34.110124,-119.100972,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),, $137.60 ,Yes,1,100,4479,Competitor offered more data,,Churned
4554-YGZIH,1,United States,California,Summerland,93067,"34.420998, -119.60137",34.420998,-119.60137,Male,Yes,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),," $4,547.25 ",Yes,1,96,5059,Competitor made better offer,0-1 Year,Churned
5099-BAILX,1,United States,California,Santa Barbara,93101,"34.419203, -119.710008",34.419203,-119.710008,Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),," $4,687.90 ",Yes,1,65,2728,Competitor made better offer,2+ Years,Churned
7207-RMRDB,1,United States,California,Santa Barbara,93110,"34.437945, -119.77191",34.437945,-119.77191,Female,No,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $6,985.65 ",Yes,1,89,5720,Competitor had better devices,2+ Years,Churned
4913-EHYUI,1,United States,California,Alpaugh,93201,"35.869626, -119.498771",35.869626,-119.498771,Male,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),," $5,794.65 ",Yes,1,91,6268,Competitor offered higher download speeds,,Churned
0195-IESCP,1,United States,California,Armona,93202,"36.315979, -119.710852",36.315979,-119.710852,Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,, $855.30 ,Yes,1,75,3573,Competitor offered more data,2+ Years,Churned
4580-TMHJU,1,United States,California,Avenal,93204,"35.916943, -120.129921",35.916943,-120.129921,Female,No,Yes,No,43,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,," $2,499.30 ",Yes,1,65,2152,Don't know,,Churned
0970-ETWGE,1,United States,California,Bodfish,93205,"35.523991, -118.400432",35.523991,-118.400432,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,, $89.55 ,Yes,1,99,4996,Competitor had better devices,2+ Years,Churned
1626-ERCMM,1,United States,California,Camp Nelson,93208,"36.057458, -118.591951",36.057458,-118.591951,Male,Yes,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,," $1,899.65 ",Yes,1,84,5604,Competitor had better devices,0-1 Year,Churned
0887-HJGAR,1,United States,California,Coalinga,93210,"36.186867, -120.387793",36.186867,-120.387793,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,, $45.70 ,Yes,1,95,2295,Competitor offered higher download speeds,,Churned
5644-PDMZC,1,United States,California,Delano,93215,"35.772244, -119.209689",35.772244,-119.209689,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,, $161.50 ,Yes,1,80,2065,Competitor offered higher download speeds,0-1 Year,Churned
9576-ANLXO,1,United States,California,Earlimart,93219,"35.858054, -119.305858",35.858054,-119.305858,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),, $222.30 ,Yes,1,87,2876,Competitor offered higher download speeds,0-1 Year,Churned
2024-BASKD,1,United States,California,Exeter,93221,"36.301689, -119.018233",36.301689,-119.018233,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,, $74.60 ,Yes,1,94,3860,Competitor offered more data,0-1 Year,Churned
4160-AMJTL,1,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.57013,Female,Yes,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,, $164.30 ,Yes,1,83,5432,Competitor offered more data,,Churned
4464-JCOLN,1,United States,California,Huron,93234,"36.217864, -120.080117",36.217864,-120.080117,Male,No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,, $35.90 ,Yes,1,68,2362,Competitor offered more data,,Churned
5650-VDUDS,1,United States,California,Kernville,93238,"35.852892, -118.397782",35.852892,-118.397782,Female,No,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,, $96.05 ,Yes,1,93,2038,Competitor made better offer,,Churned
